Work hard, and your salary will be raised by degrees.	Tee kovasti töitä ja palkkasi nousee asteittain.
A gust of wind swelled the sails.	Tuulenpuuska pullisti purjeet.
A man appeared at the site.	Mies ilmestyi paikalle.
One of his colleagues whispered.	Yksi hänen kollegoistaan kuiskasi.
Nothing is so pleasant as travelling alone.	Mikään muu asia ei ole niin kivaa kuin yksinään matkustaminen.
It is lonely to live alone.	On yksinäistä asua yksin.
I'd rather stay home than go alone.	Pysyn mieluummin kotona kuin menen yksin.
Do you want to come along?	Haluatko tulla mukaan?
A week's reflection led to a new plan.	Viikon mietintäaika johti uuteen suunnitelmaan.
He took a week off.	Hän otti viikon vapaata.
I've been laid up with flu for the last week.	Olen maannut flunssassa viimeisen viikon.
I'll be back within an hour.	Palaan takaisin tunnin kuluttua.
I met her by chance on the train the day before yesterday.	Tapasin hänet sattumalta junassa toissapäivänä.
The party walked down the mountain.	Ryhmä käveli alas vuorta.
He didn't say a word.	Hän ei sanonut mitään.
I'm taking an exam in January.	Osallistun tenttiin tammikuussa.
I'm taking an exam in January.	Teen kokeen tammikuussa.
Let's take a rest.	Levätään vähän.
Let's take a rest.	Huilataan vähän.
The sky looks threatening.	Taivas näyttää uhkaavalta.
I'll tell you a story.	Kerron teille tarinan.
One is new, and the other is old.	Yksi on uusi, ja toinen on vanha.
You'll make a fortune by taking a chance.	Anasaitset omaisuuden tarttumalla tilaisuuteen.
The well has run dry.	Kaivo on kuivunut.
Do you have medical insurance?	Onko teillä sairausvakuutusta?
The doctor ordered her to go on a strict diet.	Tohtori määräsi hänet tiukalle dieetille.
The doctor advised him to give up smoking.	Tohtori neuvoi häntä luopumaan tupakoinnista.
The doctor felt my pulse.	Lääkäri tunnusteli pulssiani.
The doctor advised my father to give up smoking.	Lääkäri neuvoi isääni lopettamaan tupakoinnin.
The doctor advised me to drink more milk.	Lääkäri suositteli, että joisin enemmän maitoa.
The doctor instructed me to go on a diet.	Lääkäri ohjeisti minut aloittamaan dieetin.
A doctor should never let a patient die.	Lääkärin ei pitäisi ikinä antaa potilaan kuolla.
Doctors warn us of a possible danger.	Lääkärit varoittavat meitä mahdollisesta vaarasta.
The doctor informed his patient of the name of his disease.	Lääkäri kertoi potilaalleen mistä hänen sairaudessaan on kysymys.
The doctor administered medicine to the patient.	Lääkäri määräsi lääkettä potilaalle.
The doctor has ordered the patient to abstain from wine.	Lääkäri kehotti potilasta pidättäytymään viinin juomisesta.
The doctor has ordered the patient to abstain from wine.	Lääkäri määräsi potilaan olemaan juomatta viiniä.
The doctor examined the patients.	Lääkäri tutki potilaat.
Doctors are not as a rule trained in child rearing.	Lääkäreitä ei pääsääntöisesti ole koulutettu lasten kasvatuksessa.
My doctor advised me to give up smoking.	Lääkäri neuvoi minua lopettamaan tupakoinnin.
The doctor advised Mr White not to smoke too much.	Lääkäri neuvoi Valkosta rajoittamaan tupakointia.
The doctor looked gravely at the patient.	Lääkäri katsoi vakavana potilasta.
The doctor arrived in time to save her.	Lääkäri ehti ajoissa pelastamaan hänet.
What did he say?	Mitä hän sanoi?
What did he say?	Mitä mies sanoi?
What did he say?	Mitä poika sanoi?
The doctor examined the child and said she was healthy.	Lääkäri tutki lapsen ja totesi hänet terveeksi.
The doctor insisted that the patient get plenty of rest.	Lääkäri vaati että potilaan on saatava levätä paljon.
The doctor thought the patient's pulse was rather rapid.	Lääkäri ajatteli että potilaan pulssi oli aika nopea.
The doctor may have said so.	Lääkäri saattoi sanoa niin.
The doctor may have said so.	Lääkäri on ehkä sanonut niin.
The doctor told Mr Smith to give up smoking if he wanted to live long.	Lääkäri sanoi Seppäselle että hänen on lopetettava tupakointi, jos hän haluaa elää pitkään.
The doctor told Mr Smith to give up smoking.	Lääkäri sanoi Seppäselle että hänen on lopetettava tupakointi.
The doctor decided to operate at once.	Lääkäri päätti leikata yhdellä kertaa.
The doctor came immediately.	Lääkäri tuli välittömästi.
The doctor came immediately.	Lääkäri tuli heti.
The doctor is looking for medicine that is effective for this illness.	Lääkäri etsii tähän sairauteen tehoavaa lääkettä .
The doctor tried every possible means to save his patient.	Lääkäri yritti pelastaa potilaan kaikin mahdollisin keinoin.
The doctor recommended that you should give up smoking.	Lääkäri suositteli tupakoinnin lopettamista.
The doctor recommended that you should give up smoking.	Lääkäri suositteli että lopettaisit tupakoinnin.
The doctor visits her every other day.	Lääkäri käy katsomassa häntä joka toinen päivä.
The doctor advised that my mother stay in bed for three more days.	Lääkäri ohjeisti että äitini pysyy sängyssä vielä kolme päivää.
The doctor insisted that he stay in bed.	Lääkäri vaati että hän pysyy vuoteessa.
The doctor used X-rays to examine my stomach.	Lääkäri käytti röntgensäteitä vatsani tutkimiseen.
The doctors say the dying man should have kicked the bucket hours ago, were he an ordinary man, but he is still defying death.	Lääkärit sanoivat, että jos yhä kuolemaa uhmaava mies olisi ollut tavallinen ihminen, olisi lusikka lentänyt nurkkaan jo tunteja aiemmin.
A good doctor follows his own directions.	Hyvä lääkäri noudattaa omia ohjeitaan.
Doctors' bills really cut into our savings.	Lääkärilaskut tekivät ison loven säästöihimme.
All the doctor's efforts were in vain and the man soon died.	Kaikki lääkärin yritykset olivat turhia ja mies kuoli pian.
I wish I had followed the doctor's advice.	Olisinpa noudattanut lääkärin ohjeita.
You had best follow the doctor's advice.	Sinun olisi parasta noudattaa lääkärin ohjeita.
Some doctors say something to please their patients.	Jotkut lääkärit sanovat jotakin miellyttääkseen potilaitaan.
If it wasn't for the doctor's treatment, that patient would be dead.	Tämä potilas olisi menehtynyt ilman lääkärin hoitoa.
You had better do as the doctor advised you.	Sinun olisi parasta tehdä niin kuin lääkäri neuvoi.
Had he taken his doctor's advice, he might not have died.	Hän ei ehkä olisi kuollut jos hän olisi kysynyt lääkäriltä neuvoa.
Had he taken his doctor's advice, he might not have died.	Jos hän olisi mennyt lääkäriin hän ei ehkä olisi kuollut.
A doctor's instruments must be kept absolutely clean.	Lääkäreiden työvälineet on pidettävä ehdottoman puhtaina.
What doctors should do is to save lives and fight against death.	Lääkäreiden tulisi pelastaa ihmishenkiä ja taistella kuolemaa vastaan.
I'm planning to disguise myself as a doctor.	Olen suunnitellut naamioituvani lääkäriksi.
We sent for a doctor.	Kutsuimme lääkärin.
With the help of doctors, she got over her illness.	Lääkäreiden avulla hän selvisi sairaudestaan.
You'd better see a doctor.	Sinun olisi parasta käydä lääkärissä.
You'd better see a doctor.	Sinun kannattaisi mennä lääkäriin.
Did you see a doctor?	Kävitkö lääkärissä.
It is necessary that you see a doctor.	On tärkeää että lähdet lääkäriin.
I don't like to have a doctor examine me.	En haluaisi että lääkäri tutkii minua.
He lay in agony until the doctor arrived.	Hän makasi tuskissaan kunnes lääkäri saapui.
Medical science is always on the march.	Lääketiede on aina menossa eteenpäin.
Is everything all right?	Oletko kunnossa?
Is everything all right?	Onko kaikki okei?
Is everything all right?	Onko kaikki kunnossa?
Is everything all right?	Onko kaikki OK?
Is everything all right?	Onko kaikki ihan hyvin?
I lost consciousness.	Menetin tajuni.
I lost consciousness.	Menetin tajuntani.
She is unconscious.	Hän on tajuton.
You don't say.	Sanos muuta.
The committee decided to call off the strike.	Komitea päätti perua lakon.
The committee consists of twelve members.	Toimikunta koostuu kahdestatoista jäsenestä.
The committee will meet next Friday.	Komitea kokoontuu ensi perjantaina.
His influence in the committee became weaker and weaker.	Hänen vaikutuksensa valiokunnassa heikentyi heikentymistään.
A great man doesn't care about his appearance.	Mahtava mies ei välitä ulkonäöstään.
On your marks, get set, go!	Paikoillenne, valmiit, nyt!
There used to be a hut about here.	Täällä oli ennen maja.
There used to be an old temple here.	Täällä oli joskus vanha pyhäkkö.
Haven't we met before?	Emmekö ole tavanneet aikaisemmin?
It was a dark night.	Oli pimeä yö.
It's getting dark. Please turn the light on for me.	Alkaa tulla pimeä. Voisitko laittaa valot päälle minua varten?
It's getting dark. You'd better go home.	Alkaa tulla pimeä. Sinun parempi lähteä kotiin.
Don't go out after dark.	Älä mene ulos sen jälkeen kun on tullut pimeää.
Don't go out after dark.	Älä mene ulos pimeän jälkeen.
You should stay in bed.	Teidän pitäisi pysyä vuoteessa.
Speak of the devil and he is sure to appear.	Siinä paha missä mainitaan.
I couldn't go out on account of the bad weather.	En voinut mennä ulos huonon ilman johdosta.
A bad smell permeated the room.	Paha haju täytti huoneen.
Bad drivers should have their licenses taken away from them.	Huonoilta kuljettajilta pitäisi ottaa ajokortti pois.
Murder will out.	Pahoista teoista jää aina kiinni.
You will be disliked by girls if you play practical jokes on them.	Tytöt eivät tykkää sinusta, jos teet heille kepposia.
You will be disliked by girls if you play practical jokes on them.	Tytöt eivä pidä sinusta, jos teet heille käytännön piloja.
A bad habit is easily acquired.	Pahan tavan saa hankkittua helpolla.
A bad habit, once formed, is difficult to get rid of.	Kun paha tapa on kerran muodostunut, siitä on vaikea päästä eroon.
Is there a problem?	Onko siinä jokin ongelma?
You cannot live by love alone.	Et voi elää vain rakkaudesta.
It is pleasant to watch a loving old couple.	On ihanaa katsoa rakastunutta vanhaa paria.
Many murders have been committed in the name of patriotism.	Monia on murhattu isänmaallisuuden varjolla.
At last, Mario managed to win the princess's love.	Lopulta Mario onnistui voittamaan prinsessan rakkauden.
My love for you won't let me tell you everything. Some things are better left unsaid.	Rakkauteni sinuun ei anna minun kertoa sinulle kaikkea. Jotkin asiat on parempi jättää sanomatta.
To love and to be loved is the greatest happiness.	Rakastaa ja olla rakastettu on suurin onni.
Parents aren't rational because love isn't rational.	Vanhemmat eivät ole rationaalisia, koska rakkaus ei ole rationaalista.
Huh? Oh, I'm sorry.	No? Voi, anteeksi.
We should keep our promise.	Meidän täytyy pitää lupauksemme.
We hold that he is not guilty.	Olemme vakuuttuneet hänen syyttömyydestään.
None of us is perfect.	Kukaan meistä ei ole täydellinen.
We must work as long as we live.	Meidän täytyy tehdä töitä niin kauan kuin elämme.
We must make the best we can of the few natural resources we have.	Meidän täytyy ottaa paras mahdollinen hyöty irti niistä niukoista luonnonvaroista, jotka meillä on.
We were all very happy at breakfast.	Olimme kaikki hyvin iloisia aamiaisella.
Our plane was flying above the clouds.	Koneemme lensi pilvien yläpuolella.
Our plans for the vacation are still up in the air.	Emme ole vielä päättäneet lomasta.
We cannot know too much about the language we speak every day of our lives.	Emme voi tietää liikaa kielestä, jota puhumme elämämme jokaisena päivänä.
If we suspect others, others will suspect us just as much.	Mitä enemmän me epäilemme heitä, sitä enemmän he epäilevät meitä.
I am ashamed of myself.	Minua hävettää.
I put away 10 dollars each month.	Laitan syrjään 10 dollaria joka kuukausi.
I intend to take my position as a third party.	Aion ottaa asemani kolmantena osapuolena.
I can't walk because of my broken leg.	En voi kävellä, koska jalkani on murtunut.
I have a cat and a dog.	Minulla on kissa ja koira.
I want to go with you.	Haluan mennä sinun kanssasi.
I want to go with you.	Haluan tulla mukaasi.
I'm from Kyoto.	Minä olen Kyotosta.
I have almost no money with me.	Minulla ei ole melkein yhtään rahaa mukanani.
I really enjoyed myself at the party.	Minulla oli todella hauskaa juhlissa.
I captured butterflies with a net.	Pyydystin perhosia haavilla.
I am at home.	Olen kotona.
My uncle has a store along the street.	Enollani on liike kadun varrella.
I have a friend whose father is a famous pianist.	Minulla on ystävä, jonka isä on tunnettu pianisti.
I'll get some glasses.	Menen hakemaan pari lasia.
I'll get some glasses.	Menen hakemaan muutaman lasin.
I was taking a bath when the telephone rang.	Kun puhelin soi, olin kylvyssä.
I was taking a bath when the telephone rang.	Olin kylvyssä, kun puhelin soi.
I was taking a bath when the telephone rang.	Olin juuri kylvyssä, kun puhelin pirisi.
We rented that house, not because we were pleased with it, but because it was near the station.	Vuokrasimme talon, ei siksi että olimme siihen tyytyväisiä, vaan koska se oli aseman lähellä.
A few words may betray a man's true character.	Pari sanaa voi paljastaa henkilön todellisen luonteen.
It's hard for me to live on my small income.	Minun on vaikea tulla toimeen pienillä tuloillani.
The slightest mistake may lead to a fatal disaster.	Pieninkin virhe saattaa johtaa tuhoisaan katastrofiin.
What little money he earned he spent on books.	Vähäiset tienaamansa rahat hän käytti kirjoihin.
She has a little money put aside.	Hänellä on vähän rahaa syrjässä.
Only 40 percent of students go on to university.	Vain neljäkymmentä prosenttia oppilaista jatkaa yliopistoon.
Which is the capital of the United States, Washington or New York?	Kumpi on Yhdysvaltojen pääkaupunki, Washington vai New York?
It is kind of you go out of your way to help me.	On kilttiä sinulta tulla auttamaan minua erikseen.
I don't know. It all happened in an instant.	En tiedä. Se kaikki tapahtui hetkessä.
We'd like another bottle of wine.	Haluaisimme toisen pullollisen viiniä.
Have you been to London before?	Oletko ennen ollut Lontoossa?
Have you been to London before?	Oletko käynyt aikaisemmin Lontoossa?
On the way to London Mr Higgins told Tom and Susie many interesting things.	Herra Higgins kertoi Tomille ja Susielle monia mielenkiintoisia juttuja matkalla Lontooseen.
Do you know the concert schedule of London Symphony Orchestra?	Tiedätkö Lontoon sinfoniaorkesterin konserttiaikataulua?
What was your first impression of London?	Mikä oli ensivaikutelmasi Lontoosta?
Long skirts are in fashion.	Pitkät hameet ovat muodissa.
Robert used to help his father in the store on weekends.	Robertilla oli tapana auttaa isäänsä kaupassa viikonloppuisin.
The rock concert was called off because the singer fell ill.	Rokki-konsertti peruttiin, koska laulaja sairastui.
I thought you were raised in L.A.	Luulin, että vartuit Los Angelesissa.
Russia is facing great financial difficulties.	Venäjällä on näkyvissa suuria taloudellisia vaikeuksia.
Los Angeles is the second largest city in the United States.	Los Angeles on Yhdysvaltain toiseksi suurin kaupunki.
I want a knife with which to cut the rope.	Haluan veitsen jolla katkaista köyden.
I want a knife with which to cut the rope.	Tahdon veitsen köyden katkaisemiseen.
Roast beef is usually accompanied by Yorkshire pudding.	Paahtopaisti tarjoillaan usein Yorkshire-vanukkaan kera.
The candle burned out.	Kynttilä paloi loppuun.
There are several customers in the restaurant.	Ravintolassa on useita asiakkaita.
Music started playing in the restaurant so there was a real romantic mood.	Musiikki alkoi soida ravintolassa, joten siellä oli todella romanttinen tunnelma.
I sold off all my records.	Möin kaikki levyni.
Fill it with regular, please.	Tankki täyteen ysivitosta, kiitos.
Five gallons of regular, please.	Viisi gallonaa ysivitosta, kiitos.
Lucy was brought up by her grandparents.	Lucyn kasvattivat hänen isovanhempansa.
Lucy is from America.	Lucy on Amerikasta.
Lucy has as many friends as I do.	Lucylla on yhtä monta ystävää kuin minulla.
Lindbergh's solo nonstop transatlantic flight was a remarkable accomplishment.	Lindberghin välilaskuton yksinlento Atlantin yli oli huomattava saavutus.
I am eating an apple.	Syön omenan.
The other girls are jealous of Lily because she is extremely pretty.	Muut tytöt kahdehtivat Lilyä, koska hän on todella nätti.
The other girls are jealous of Lily because she is extremely pretty.	Muut tytöt ovat kateellisia Lilylle, koska hän on hyvin kaunis.
Could you tie it with a ribbon?	Voisitko sitoa sen nauhalla?
A good teacher must be patient with his pupils.	Hyvän opettajan täytyy olla kärsivällinen oppilaidensa kanssa.
Her name wasn't on the list.	Hänen nimensä ei ollut listalla.
A more plausible proposal is the one Leech presented in conjunction with Emmet's theory.	Todennäköisempi ehdotus on se, jonka Leech esitti yhdessä Emmetin teorian kanssa.
There ought to be more buses during the rush hours.	Ruuhka-aikaan pitäisi olla enemmän busseja.
Going to school during the rush hour is tiring and unpleasant.	Kouluun meno ruuhka-aikaan on väsyttävää ja epämiellyttävää.
It's horrible to get caught in rush hour traffic.	On hirveää jäädä jumiin liikenteeseen ruuhka-aikana.
Turn off the radio, please.	Käännä radio pois päältä, ole hyvä.
Turn off the radio, please.	Sammuta radio ole kiltti.
Turn on the radio.	Voisitko laittaa radion päälle?
Turn on the radio.	Laita radio päälle.
Please turn on the radio.	Voisitko laittaa radion päälle?
The radio was invented by Marconi.	Radio oli Marconin keksimä.
The radio is too loud.	Radio on liian kovalla.
A camel is, so to speak, a ship on the desert.	Kameli on niin sanoakseni aavikon laiva.
A camel is, so to speak, a ship on the desert.	Kameli on niin sanotusti aavikon laiva.
A long train of camels was moving to the west.	Pitkä kamelikulkue liikkui länteen.
The Rhine runs between France and Germany.	Rein virtaa Ranskan ja Saksan välissä.
Please turn off the light.	Voisitko sammuttaa valot?
Please turn off the light.	Voisitko laittaa valot pois päältä?
Lisa is so skillful that she can even make screws and similar small objects for herself.	Liisa on niin taitava, että hän voi jopa tehdä itse ruuveja ja muita pieniä esineitä.
The lion is the king of the jungle.	Leijona on viidakon kuningas.
The lion struggled to get out of his cage.	Leijona yritti kaikin voimin päästä ulos häkistään.
You all right?	Oletko kunnossa?
You all right?	Onko kaikki okei?
You all right?	Onko kaikki kunnossa?
You all right?	Onko kaikki OK?
You all right?	Onko kaikki ihan hyvin?
We want further information.	Haluamme lisätietoja.
Put on your good shoes.	Pane jalkaasi ne hyvät kengät, jotka sinulla on.
Cut it out!	Lopeta!
Cut it out!	Älä viitsi!
Cut it out!	Lopeta jo!
Cut it out!	Antaisit jo olla!
All right. I'll come as soon as possible.	Hyvä on, tulen niin pian kuin pystyn.
Mind your own business.	Keskittyisit omiin asioihisi.
Mind your own business.	Keskity kuule ihan omiin asioihisi.
Mind your own business.	Pidä huolta ihan vaan omista asioistasi.
Mind your own business.	Älä työnnä nenääsi muiden asioihin.
Mind your own business.	Älä tunge nenääsi muiden asioihin.
Mind your own business.	Älä sekaannu muiden asioihin.
Mind your own business.	Älä sinä tule sorkkimaan muiden asioihin.
Mind your own business.	Älä sinä tunge nenääsi joka paikkaan.
Mind your own business.	Pidä huoli omista asioistasi.
Mind your own business.	Pitäisit huolen omista asioistasi.
After sleeping well, I felt much better.	Nukuttuani hyvin tunsin vointini paljon paremmaksi.
I don't see how you can eat that stuff.	En ymmärrä miten voit syödä tuota juttua.
A good theory is characterized by the fact that it makes a number of predictions that could in principle be disproved or falsified by observation.	Hyvää teoriaa luonnehtii se, että siinä tehdään useita ennustuksia, jotka voidaan periaatteessa kumota tai osoittaa vääräksi havainnoimalla.
School starts in September in Europe.	Euroopassa koulut alkavat syyskuussa.
In Europe, people regard punctuality as a matter of course.	Euroopassa täsmällisyyttä pidetään itsestään selvyytenä.
A nice day, isn't it? Why not go out for a walk?	Kaunis päivä, eikö vaan? Mitä jos menisimme ulos kävelylle?
Keep a good dictionary at hand.	Pidä hyvää sanakirjaa käden ulottuvilla.
A good idea came across my mind.	Mieleeni tuli hyvä idea.
A good pair of glasses will help you to read.	Hyvät silmälasit auttavat sinua lukemaan.
Have a nice day.	Hyvää päivänjatkoa.
A good coach trains this team.	Hyvä valmentaja kehittää joukkuettaan.
Can you recommend a good camera?	Voitko suositella hyvää kameraa?
I wish you a Happy New Year.	Toivotan sinulle onnellista uutta vuotta.
Look at the cute little baby sleeping in the cradle.	Katso söpöä pientä vauvaa, joka nukkuu sängyssä.
Where is the United Airlines check-in counter?	Missä on United Airlinesin lähtöselvitystiski?
Drive slowly.	Aja hitaasti.
Yuji told his friend a story about his adventure during the summer vacation.	Yuji kertoi ystävälleen tarinan kesälomalla tapahtuneesta seikkailustaan.
I have a lot of homework to do.	Minulla on paljon läksyjä tehtävänä.
Show me how to do it, please.	Voisitko näyttää minulle miten se tehdään.
It has finally stopped snowing and has warmed up.	Lumisade on vihdoinkin lakannut ja on lämmennyt.
At last, we made contact with the police.	Lopultakin otimme yhteyttä poliisiin.
In due course, eating meat will be considered as horrible as eating human flesh.	Aikanaan lihan syöntiä pidetään yhtä kauheana kuin ihmislihan syöntiä.
Hello, Meg, how have you been?	Terve Meg. Kuinka sinulla on mennyt?
Hi! How are you?	Terve, mitä kuuluu?
Hi! How are you?	Hei! Mitä kuuluu?
Hi! How are you?	Moi! Miten menee?
There is no longer any room for doubt.	Enää ei ole sijaa epäilykselle.
You'll never know unless you try.	Et voi tietää, jollet yritä.
A careful reader would have noticed the mistake.	Tarkkaavainen lukija olisi huomannut virheen.
Do you have a larger size?	Onko teillä suurempaa kokoa?
Do you have a larger size?	Olisiko suurempaa kokoa?
Speak more quietly, please.	Puhu hiljaisemmin, ole hyvä.
If you don't get more exercise, you'll get fat.	Jos et saa enemmän liikuntaa, alat lihoa.
Could you drive more slowly?	Voisitko ajaa hiljempaa?
Of course, there were concerts in the town.	Tietysti kaupungissa oli konsertteja.
Of course our lifestyle is different from the one in America.	Tietysti elämäntyylimme on eri kuin Amerikassa.
Definitely!	Tietenkin!
Definitely!	Tietysti!
Definitely!	Totta kai!
Definitely!	No tietty!
Definitely!	Ehdottomasti!
Why not?	Miksei?
Why not?	Miksei käy?
Why not?	Mikäpä ei.
Why not?	Miksipä ei.
Why not?	Mikä ettei.
Why not?	No miksipä ei.
I am against the war, of course.	Tietysti olen sotaa vastaan.
Once I learned what to listen for, I came to appreciate modern jazz.	Kun opin mitä kuunnella, aloin arvostaa modernia jatsia.
Provided you have a reservation, you can check in anytime.	Jos sinulla on varaus, voit kirjautua sisään milloin tahansa.
If it is sunny tomorrow, we will go on a picnic.	Jos huomenna paistaa aurinko, menemme eväsretkelle.
If it rains tomorrow, I won't go on a picnic.	Jos huomenna sataa, en mene eväsretkelle.
Otherwise we will have to cancel this order.	Muuten meidän on peruutettava tämä tilaus.
If I should fail again, I would give up the plan.	Jos epäonnistun vielä kerran hylkään sen suunnitelman.
If I happen to end up going abroad, I'd probably go for France.	Jos satun päätymään menemään ulkomaille, menen varmaankin Ranskaan.
What would you do if the world were to come to an end tomorrow?	Mitä tekisit, jos huomenna olisi tulossa maailmanloppu?
If my brother were here, he would know what to do.	Jos veljeni olisi täällä, hän tietäisi mitä tehdä.
Were I you, I would ignore it.	Sinuna en välittäisi siitä.
If I were you, I wouldn't do it.	Sinuna en tekisi niin.
Let me help you, if necessary.	Anna minun auttaa sinua, jos se on tarpeen.
If you are tired, go to bed.	Jos olet väsynyt, mene vuoteeseen.
If I knew her name and address, I could write to her.	Jos tietäisin hänen nimensä ja osoitteensa, voisin kirjoittaa hänelle.
If I knew his address, I would write to him.	Kirjoittaisin hänelle kirjeen, jos vain tietäisin osoitteen.
If you happen to see him, please give him my best regards.	Jos satut näkemään häntä, kerro hänelle paljon terveisiä minulta.
I'm not here if anybody calls.	En ole täällä, jos joku soittaa.
Can you imagine what our life would be like without electricity?	Pystytkö kuvittelemaan millaista elämämme olisi ilman sähköä?
Weather permitting, let's go on a picnic.	Mennään piknikille, jos sää niin sallii.
If the sun were to rise in the west, I would never give up the plan.	Vaikka aurinko nousisi lännestä, en luopuisi suunnitelmastani.
Were I in your position, I would do it at once.	Jos olisin sinun asemassasi, tekisin sen heti.
If today was Sunday, I would go fishing.	Jos tänään olisi sunnuntai, menisin kalastamaan.
If I were in good health, I could pursue my studies.	Jos olisin terve voisin jatkaa opiskelujani.
With your help, I could succeed.	Avullasi voisin onnistua.
If you had helped me, I could have accomplished the work.	Jos olisit auttanut minua, olisin saanut työn tehtyä.
You may go home if you want to.	Voit mennä kotiin, jos haluat.
If peace cannot be maintained with honor, it is no longer peace.	Jos rauhaa ei voida ylläpitää kunnialla, se ei enää ole rauhaa.
Hello. This is Joe Carlton. May I speak to Michael?	Terve. Täällä on Joe Carlton. Saanko puhua Michaelille?
Are you there?	Oletko siellä?
Hello, I'm Tomoko Sato from Japan.	Hei. Olen Tomoka Sato Japanista.
Hello, is this the personnel department?	Haloo, onko tämä henkilöstöosasto?
He would be very glad to hear the news.	Hän ilahtuisi kovasti kuullessaan uutiset.
If you had not followed the doctor's advice then, you might be ill now.	Ellet olisi noudattanut lääkärin ohjeita, olisit nyt luultavasti sairas.
Please tell me if I get in your way.	Kiltti, kerro minulle jos tulen tiellesi.
It might rain before evening.	Iltaan mennessä voi sataa.
It might rain before evening.	Saattaa sataa ennen iltaa.
If you come this way by any chance, drop in to see me.	Jos olet täällä päin, käy katsomassa minua.
If you need any money, I'll lend you some.	Jos tarvitset rahaa, lainaan sitä sinulle.
If you want to study in the United States, you need to get a student visa.	Jos haluat opiskella Yhdysvalloissa, sinun täytyy hankkia opiskelijaviisumi.
I apologize if I hurt your feelings.	Pyydän anteeksi, jos olen loukannut sinua.
A motel is like a hotel only much smaller and is used mostly by people traveling by automobile.	Motelli on kuten hotelli, vain paljon pienempi, ja sitä käyttävät pääasiassa ihmiset, jotka matkustavat autolla.
Mozart's life was very short.	Mozartin elämä oli hyvin lyhyt.
The motor started to run.	Moottori lähti käyntiin.
The motor started to run.	Moottori lähti käymään.
The motor does not function properly.	Moottori ei toimi kunnolla.
It's already ten o'clock at night.	On jo kello kymmenen illalla.
It's getting dark early around here. The sun seems to drop like a rock when autumn rolls around.	Tällä alkaa tulla pimeää aikaisin. Aurinko tuntuu tippuvan niin kuin kivi, kun tulee syksy.
I won't talk with him anymore.	En puhu enää hänen kanssaan.
I have already eaten lunch.	Olen jo syönyt lounaan.
It's getting late. I don't wanna go home alone.	Alkaa tulla myöhä. En halua mennä kotiin yksin.
It's getting late, so we'd better get going.	Alkaa tulla myöhä, joten meidän on parempi lähteä liikkelle.
Now that you're a college student, you should study harder.	Nyt kun opiskelet yliopistossa, sinun pitäisi opiskella ahkerammin.
Now that you are a college student, you should know better.	Nyt kun olet yliopisto-opiskelija, sinulla pitäisi olla parempi harkintakyky.
A little more effort, and you will succeed.	Vähän lisää vaivannäköä niin onnistut.
Please turn down the volume a little bit more.	Hiljennä äänenvoimakkuutta vielä vähän.
A little heavier rain might cause a flood.	Vähän rankempi sade voi aiheuttaa tulvan.
Just a little more patience.	Vain vähän enemmän kärsivällisyyttä.
I almost got a perfect score.	Melkein sain täydet pisteet.
Won't you have some more coffee?	Etkö haluaisi vähän lisää kahvia?
Can I have some more tea?	Saisinko lisää teetä?
Have you finished your homework already?	Oletko jo saanut läksysi tehtyä?
Have you finished your homework already?	Oletko jo saanut läksyt valmiiksi?
Don't regard me as your father anymore.	Älä pidä minua enää isänäsi.
I have to leave now.	Minun pitää mennä nyt.
I have to leave now.	Nyt minun täytyy lähteä.
I have to leave now.	Minun täytyy mennä nyt.
I have to leave now.	Minun pitää lähteä nyt.
I have to leave now.	Minun täytyy lähteä nyt.
I have got to go now.	Minun pitää mennä nyt.
I have got to go now.	Nyt minun täytyy lähteä.
I have got to go now.	Minun täytyy mennä nyt.
I have got to go now.	Minun pitää lähteä nyt.
I have got to go now.	Minun täytyy lähteä nyt.
I must leave now.	Minun pitää mennä nyt.
I must leave now.	Nyt minun täytyy lähteä.
I must leave now.	Minun täytyy mennä nyt.
I must leave now.	Minun pitää lähteä nyt.
I must leave now.	Minun täytyy lähteä nyt.
Got to go now.	Minun pitää mennä nyt.
Got to go now.	Nyt minun täytyy lähteä.
Got to go now.	Minun täytyy mennä nyt.
Got to go now.	Minun pitää lähteä nyt.
Got to go now.	Minun täytyy lähteä nyt.
I can't stand it anymore.	En voi sitä sietää enää!
Won't you have another cup of coffee?	Etkö ota toista kuppia kahvia?
Read it once more, please.	Lue se vielä kerran.
Try it once again.	Yritä vielä kerran.
Try it once again.	Yritä uudestaan.
Try it once again.	Yritä uudelleen.
Try it once again.	Yritä vielä kerran uudelleen.
Please show me another one.	Voisitko näyttää jonkin toisen?
Please show me another one.	Voisitko näyttää jotakin toista?
May I have another piece of cake?	Saisinko toisen palan kakkua?
Would you like another piece of cake?	Haluaisitko toisen palan kakkua?
Would you like another piece of cake?	Haluaisitko vielä yhden palan kakkua?
You are old enough to know better. Behave yourself.	Olet tarpeeksi vanha tietämään paremmin. Käyttäydy kunnolla.
It is high time I was going.	Minun on jo korkea aika mennä.
Try on another one.	Kokeile jotakin toista.
I'm sick and tired of hamburgers.	Olen kyllästynyt hampurilaisiin.
It is time you went to bed. Turn off the radio.	Nyt on aika mennä nukkumaan. Sulje radio.
It is time you went to bed. Turn off the radio.	Nyt on nukkumaanmenoaika. Laita radio pois päältä.
I was nearly hit by a car.	Läheltä piti etten jäänyt auton alle.
I was nearly hit by a car.	Jäin melkein auton alle.
